STRING_KEY,STRING_VALUE,CATEGORY_NAME,REC_DATE,REC_FUL_NAM,REC_STATUS,COUNTRY_CODE,LANG_CODE
servicerequest.servicerequestlist.assignedtodepartment.label,Assigned to Department,Portlet - SR List/My SR List_1/4,31-Aug-04,DLL,A,US,en
servicerequest.servicerequestlist.assignedtodept.label,Assigned to Department,Portlet - SR List/My SR List_1/4 - Dept,2-Dec-03,DLL,A,US,en
activity.activityform.assignedstaffid.label,Assigned to Staff,Portlet - Activity Form_14,31-Aug-04,DLL,A,US,en
activity.activitylist.actstaff.label,Assigned to Staff,Portlet - Activity List,31-Aug-04,DLL,A,US,en
activity.activitysearchform.assignedstaffid.label,Assigned to Staff,Portlet - Activity Search_30,31-Aug-04,DLL,A,US,en
bizentity.activity.assignedstaffid.label,Assigned to Staff,Portlet - ActivityBizEntity of Sys User,31-Aug-04,DLL,A,US,en
capcross.reflist.assignedtostaff.label,Assigned to Staff,Portlet - CAP Cross Reference List_110,31-Aug-04,DLL,A,US,en
cap.capsearch.asgnstaff.label,Assigned to Staff,Portlet - CAP Search_115,31-Aug-04,DLL,A,US,en
workflow.mytasklist.assignedUser.label,Assigned to Staff,Portlet - My Task List_20049,31-Aug-04,SYSTEM,A,US,en
workflow.mytasksearch.assignedUser.label,Assigned to Staff,Portlet - My Task Search_20050,22-Aug-05,SYSTEM,A,US,en
capcross.list.assignedtostaff.label,Assigned to Staff,Portlet - Reference CAP List_108,31-Aug-04,DLL,A,US,en
srsearching.srform.assignedtostaff.label,Assigned to Staff,Portlet - Service Request Search_29,31-Aug-04,DLL,A,US,en
cap.capdetail.stafffullname.label,Assigned to Staff,Portlet - Single Entry CAP Form_112,31-Aug-04,DLL,A,US,en
cap.capdetail.asgnstaff.label,Assigned to Staff,Portlet - Single Entry CAP Form_112 - Assign,31-Aug-04,DLL,A,US,en
ams.wotemplate.templateform.woAsgnStaff.label,Assigned to Staff,Portlet - WO Template_2610_2611_2612,19-Sep-05,MAG,A,US,en
capcross.search.assignedtostaff.label,Assigned to Staff,Portlet - XRef Cap Search_107,31-Aug-04,DLL,A,US,en
cap.caplist.asgnStaff.label,Assigned to Staff,Portlet - CAP List/My CAP List_111/114,31-Aug-04,DLL,A,US,en
servicerequest.servicerequestlist.assignedtostaff.label,Assigned to Staff,Portlet - SR List/My SR List_1/4,31-Aug-04,DLL,A,US,en
servicerequest.servicerequestdetail.assignedtouser.label,Assigned to Staff,SR Form/Service Request Assignment_2/3,31-Aug-04,DLL,A,US,en
error.js.taskAssignList.assignedTo,Assigned to:,Error - Js,25-Jul-08,DLL,A,US,en
console.receipt.list.receiptKey.label,Assignment Key,Portlet - Console Receipt_2144,11-May-06,DLL,A,US,en
console.receipt.list.receiptType.label,Assignment Type,Portlet - Console Receipt_2144,11-May-06,DLL,A,US,en
tabbar.trustaccount.associateaddress.label,Associate Address,Tab bar - Trust Account Associate Address,17-May-08,HXU,A,US,en
menubar.asset.associateasset.label,Associate Asset,Menubar,1-Sep-04,DLL,A,US,en
menubar.asset.associateasset.alt,Associate Asset,Menubar - Alt,2-Sep-04,DLL,A,US,en
menubar.address.gisLinkAsset.alt,Associate Asset from GIS,Hint - Common,31-Aug-04,DLL,A,US,en
menubar.asset.associatefromgis.alt,Associate Asset from GIS,Menubar - Alt,2-Sep-04,DLL,A,US,en
menubar.trustaccount.addcontact.label,Associate Contact,Menu bar - Trust Account People,30-Sep-05,HXU,A,US,en
menubar.asset.associatefromgis.label,Associate from GIS,Menubar,1-Sep-04,DLL,A,US,en
menubar.trustaccount.addprofessional.label,Associate Licensed Professional,Menu bar - Trust Account People,30-Sep-05,HXU,A,US,en
tabbar.trustaccount.associateparcel.label,Associate Parcel,Tab bar - Trust Account Associate Parcel,17-May-08,HXU,A,US,en
error.batchinvoice.associatebatch.success.label,Associate the selected invoices to batch '{0}' successfully.,Admin,1/21/2008 14:06,ADMIN,A,US,en
tabbar.trustaccount.associatedaddress.label,Associated Address,Tab bar - Trust Account Associated Address,17-May-08,HXU,A,US,en
genericview.association.associatedagencies.label,Associated Agencies,Portlet - Genericview Associate,31-Aug-04,DLL,A,US,en
tabbar.parcel.refparcelform.srlist.label,Associated Record List,Tab bar - Parcel,10/10/2005,VXU,A,US,en
ACA_ContactEdit_AutoFillItems_AssociatedContactSeparator,Associated Contact,ACA Admin,11/30/2013,ADMIN,A,US,en
tabbar.cap.associatedgisfeatures.label,Associated GIS Features,Tab bar - CAP,31-Aug-04,DLL,A,US,en
cap.newCapByNewSingle.associatedGIS.label,Associated GIS Features,Portlet - CAP,25-Jul-08,DLL,A,US,en
ACA_SmartChoice_SectionTitle_AssociatedGISFeatures,Associated GIS Features Information,ACA Admin,25-Jul-08,Admin,A,US,en
genericview.association.associatedgroups.label,Associated Groups,Portlet - Genericview Associate,31-Aug-04,DLL,A,US,en
per_tradeNameDetail_label_associatedLicense,Associated License,ACA Admin,8/20/2008 11:25,ADMIN,A,US,en
aca_contactedit_autofillitems_associatedlicenseseparator,Associated License,ACA Admin,11/27/2013,ADMIN,A,US,en
genericview.association.associatedmodules.label,Associated Modules,Portlet - Genericview Associate,31-Aug-04,DLL,A,US,en
tabbar.rule.associated.label,Associated Objects,Tab bar - Rule,31-Aug-04,DLL,A,US,en
feevaluation.occupancygroup.tab.associated.label,Associated Occupancy,Admin - Valuation Calculator,15-Oct-08,ADMIN,A,US,en
aca_contactedit_autofillitems_associatedownerseparator,Associated Owner,ACA Admin,11/30/2013,ADMIN,A,US,en
tabbar.trustaccount.associatedparcel.label,Associated Parcel,Tab bar - Trust Account Associated Parcel,17-May-08,HXU,A,US,en
tabbar.ams.associatedParts.label,Associated Parts,Tabbar - Asset Form,5/19/2008,ADMIN,A,US,en
tabbar.trustaccount.people.label,Associated People,Tab bar - Trust Account People,30-Sep-05,HXU,A,US,en
tabbar.contact.associated.publicuser.label,Associated Public User,Tab bar - contact,10/29/2008,ADMIN,A,US,en
tabbar.professional.associated.publicuser.label,Associated Public User,Tab bar - Professional,10/29/2008,ADMIN,A,US,en
tabbar.owner.associated.publicuser.label,Associated Public User,Tab bar - Owner,10/29/2008,ADMIN,A,US,en
lucene.lucenKeySetup.indexTables.label,Associated Tables,Portlet - Lucene Key Setup,10-Mar-06,ADMIN,A,US,en
genericview.association.associatedusers.label,Associated Users,Portlet - Genericview Associate,31-Aug-04,DLL,A,US,en
sharedDDList.value.display.associations.label,Associations,tabbar-sharedDDList Association,13-Oct-08,DLL,A,US,en
ACA_FileUploadProcess_ChunkedInProgress_At,at {0},ACA Admin,25-Jul-08,ADMIN,A,US,en
structure.delete.prompt.label,At least one of the selected Structures has associated Establishments. Click OK to delete the selected Structure(s) and its associated Establishment(s). Click Cancel to delete only the selected Structure(s).,Portlet - Reference Structure List_30084,31-Aug-04,DLL,A,US,en
per_permitList_SearchCriteria_Required,At least one search criteria must be entered.,ACA Admin,10/13/2007,ADMIN,A,US,en
fee.payForm.atm.label,ATM,Portlet - Fee,25-Jul-08,DLL,A,US,en
payment.processing.receiptsummary.ATMTendered.label,ATM Tendered:,Payment Processing,7/30/2008,Cashier Tools,A,US,en
reportDetail.attachAll.label,Attach all Record Contacts,Report Manager,20-Aug-08,ADMIN,A,US,en
per_attachment_Label_attachFile,Upload,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
reportDetail.attachPrimary.label,Attach Primary Record Contacts,Report Manager,20-Aug-08,ADMIN,A,US,en
menubar.workflowattachment.attachment.label,Attachment,menubar - Workflow Attachment List,11-Aug-06,DLL,A,US,en
parcel.parcelList.attachment.label,Attachment,Portlet - Parcel List_20018,31-Aug-04,ADMIN,A,US,en
tabbar.workflow.attachment.label,Attachment,tabbar - Workflow,11-Aug-06,DLL,A,US,en
tabbar.workflow.attachmentcomment.label,Attachment Comment,tabbar - Workflow,11-Aug-06,DLL,A,US,en
tabbar.workflow.attachmentdetail.label,Attachment Detail,tabbar - Workflow,11-Aug-06,DLL,A,US,en
per_attachment_Label_details,Attachment Details,ACA Admin,10/22/2007 14:06,ADMIN,A,US,en
per_attachment_Label_attachList,Attachment List,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
bizentity.sr.attachmentmodel.label,Attachment Model,Portlet - ServiceRequestEntity of Sys User,31-Aug-04,DLL,A,US,en
tabbar.cap.attachment.label,Attachments,Tab bar - CAP,31-Aug-04,DLL,A,US,en
tabbar.servicerequest.attachment.label,Attachments,Tab bar - SR,31-Aug-04,DLL,A,US,en
tabbar.ams.workorder.attachment.label,Attachments,Tabbar - workorder,31-Aug-04,AMS,A,US,en
per_attachment_Label_attachTitle,Attachments,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
ams.list.attribute.label,attribute,AMS,4-Mar-09,ADMIN,A,US,en
frame.ams.attributelist.label,Attribute,Frame - Common,31-Aug-04,AMS,A,US,en
admin.setup.asset.attribute.label,Attribute,Portlet - Setup Administration,12-Apr-04,DLL,A,US,en
tabbar.ams.attribute.attrdef.label,Attribute,Tabbar - AMS Attribute,31-Aug-04,AMS,A,US,en
tabbar.ams.inspection.inspectiontype.typeAttribute.label,Attribute,Tabbar - AMS Condition Assessment Form,9/7/2006,ADMIN,A,US,en
tabbar.ams.conditionassessment.typeAttribute.label,Attribute,Tabbar - AMS Condition Assessment Form,9/7/2006,ADMIN,A,US,en
ams.list.attribute0.label,Attribute ({0}),AMS,4-Mar-09,ADMIN,A,US,en
frame.ams.attribute.label,Attribute Definition,Frame,31-Aug-04,AMS,A,US,en
tabbar.ams.attribute.label,Attribute Definition,Tab bar - Common,31-Aug-04,AMS,A,US,en
frame.ams.attributeform.label,Attribute Detail,Frame - Common,31-Aug-04,AMS,A,US,en
tabbar.ams.attribute.attrdefform.label,Attribute Detail,Tab bar - AMS Attribute,31-Aug-04,AMS,A,US,en
ams.attribute.displayorder.label,attribute display order,AMS,7-Mar-09,ADMIN,A,US,en
ams.inspectiontype.attribute.attributeGroup.label,Attribute Group,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.attribute.attributeGroup.label,Attribute Group,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.inspectiontype.detailattribute.attributeGroup.label,Attribute Group,Portlet - AMS Condition Assessment Detail Attribute List_2422,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.observattribute.attributeGroup.label,Attribute Group,Portlet - AMS Condition Assessment Observe Attribute List_2456,9/7/2006,ADMIN,A,US,en
ams.attribute.attributelist.r1AttributeGroup.label,Attribute Group,Portlet - Attribute List/Attribute Form_2001/2002,31-Aug-04,AMS,A,US,en
ams.inspectiontype.attribute.attributeLabel.label,Attribute Label,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.attribute.attributeLabel.label,Attribute Label,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.inspectiontype.detailattribute.attributeLabel.label,Attribute Label,Portlet - AMS Condition Assessment Detail Attribute List_2422,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.observattribute.attributeLabel.label,Attribute Label,Portlet - AMS Condition Assessment Observe Attribute List_2456,9/7/2006,ADMIN,A,US,en
ams.attribute.attributelist.r1AttributeLabel.label,Attribute Label,Portlet - Attribute List/Attribute Form_2001/2002,31-Aug-04,AMS,A,US,en
ams.attribute.valueType.date.label,Date,Portlet - AMS Attribute List/Form,30-Nov-11,AMS,A,US,en
ams.attribute.valueType.number.label,Number,Portlet - AMS Attribute List/Form,30-Nov-11,AMS,A,US,en
ams.attribute.valueType.text.label,Text,Portlet - AMS Attribute List/Form,30-Nov-11,AMS,A,US,en
ams.attribute.valueType.textarea.label,Textarea,Portlet - AMS Attribute List/Form,30-Nov-11,AMS,A,US,en
ams.attribute.valueType.time.label,Time,Portlet - AMS Attribute List/Form,30-Nov-11,AMS,A,US,en
ams.attribute.valueType.yn.label,Y/N,Portlet - AMS Attribute List/Form,30-Nov-11,AMS,A,US,en
ams.inspectiontype.attribute.attributeLength.label,Attribute Length,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.attribute.attributeLength.label,Attribute Length,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.inspectiontype.detailattribute.attributeLength.label,Attribute Length,Portlet - AMS Condition Assessment Detail Attribute List_2422,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.observattribute.attributeLength.label,Attribute Length,Portlet - AMS Condition Assessment Observe Attribute List_2456,9/7/2006,ADMIN,A,US,en
ams.attribute.attributelist.r1AttributeLength.label,Attribute Length,Portlet - Attribute List/Attribute Form_2001/2002,31-Aug-04,AMS,A,US,en
ams.attribute.templatelist.r1AttributeName.label,Attribute Name,Amsnot exist in jsp files,31-Aug-04,AMS,A,US,en
ams.data.dataform.attributename.label,Attribute Name,not exist in jsp files,31-Aug-04,AMS,A,US,en
ams.data.relationshipform.attributename.label,Attribute Name,not exist in jsp files,5-Dec-07,AMS,A,US,en
ams.workordertemplate.assettemplateform.r1AttributeName.label,Attribute Name,not exist in jsp files,31-Aug-04,AMS,A,US,en
ams.workordertemplate.assettemplatelist.r1AttributeName.label,Attribute Name,not exist in jsp files,31-Aug-04,AMS,A,US,en
ams.workordertemplate.refassettemplatelist.r1AttributeName.label,Attribute Name,not exist in jsp files,31-Aug-04,AMS,A,US,en
ams.workordertemplate.refassettemplatelookup.r1AttributeName.label,Attribute Name,Portlet - AMS Asset Attribute Template Search_2531,31-Aug-04,AMS,A,US,en
ams.attribute.attributetemplatelist.r1AttributeName.label,Attribute Name,Portlet - AMS Attribute Form_2002,31-Aug-04,AMS,A,US,en
ams.attribute.attributevaluelist.r1AttributeName.label,Attribute Name,Portlet - Attribute Value Form_2011,31-Aug-04,AMS,A,US,en
ams.inspectiontype.attribute.attributeName.label,Attribute Name,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.attribute.attributeName.label,Attribute Name,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.inspectiontype.detailattribute.attributeName.label,Attribute Name,Portlet - AMS Condition Assessment Detail Attribute List_2422,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.observattribute.attributeName.label,Attribute Name,Portlet - AMS Condition Assessment Observe Attribute List_2456,9/7/2006,ADMIN,A,US,en
ams.attribute.attributelist.r1AttributeName.label,Attribute Name,Portlet - Attribute List/Attribute Form_2001/2002,31-Aug-04,AMS,A,US,en
alt.ams.asset.dft.icon.label,Asset Default Icon,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.ams.asset.customize.icon.label,Customize Icon,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.ams.asset.standard.icon.label,Standard Icon,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.ams.asset.search.button.label,Search Button,Portlet - AMS Attribute List/AMS Attribute Form,18-03-10,AMS,A,US,en
alt.menubar.refparcel.disable.search.label,Search Button,Portlet - AMS Attribute List/AMS Attribute Form,18-03-10,AMS,A,US,en
alt.menubar.asset.recalc.deprec.over.label,Asset Recalc Deprec Normal,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.asset.clone.label,Clone Asset,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.gis.synclog.deleteall.label,Delete Button,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.workorder.task.resetdefault.label,Reset Button,Portlet - AMS WorkOrder List/AMS WorkOrder Form,18-03-10,AMS,A,US,en
alt.workorder.type.assign.label,Assign Button,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.ams.asset.icon.label,Icon displayed for {0}.,Portlet - AMS AssetType List/AMS AssetType Form,18-03-10,AMS,A,US,en
alt.ams.caplist.alt,Record List,Portlet - AMS Part Contact List/AMS Part Contact Form,18-03-10,AMS,A,US,en
alt.ams.capform.alt,Record Form,Portlet - AMS Part Contact List/AMS Part Contact Form,18-03-10,AMS,A,US,en
alt.ams.mydataform.alt,My Data Form,Portlet - AMS Part Contact List/AMS Part Contact Form,18-03-10,AMS,A,US,en
alt.ams.asset.manual.list.alt,Asset Manual List,Portlet - WO Distribution List/WO Distribution Form,18-03-10,AMS,A,US,en
alt.ams.reference.work.order.task.list.alt,Reference Work Order Task List,Portlet - WO Distribution List/WO Distribution Form,18-03-10,AMS,A,US,en
alt.ams.reference.work.order.task.form.alt,Reference Work Order Task List,Portlet - WO Distribution List/WO Distribution Form,18-03-10,AMS,A,US,en
alt.ams.relationship.tree.label,Relationship Tree,Portlet - AMS Asset Relationship Form,18-03-10,AMS,A,US,en
alt.ams.relationship.filter.label,Relationship Filter,Portlet - AMS Asset Relationship Form,18-03-10,AMS,A,US,en
alt.frame.ams.assettype.tree.label,Asset Type Tree,Portlet - AMS Asset Relationship Form,18-03-10,AMS,A,US,en
structure.refstructurelist.attributename.label,Attribute Name,Portlet - Reference Structure List_30084,31-Aug-04,DLL,A,US,en
errors.quickQueries.attNameAssociate.label,"Attribute Name can't associate with other \""search by\"" conditions",Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameNotBeCloseWith.label,Attribute Name should be closed with ')'.,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameNotBeCloseWithParam.label,Attribute Name should be closed with ')'. (Attribute Name Value = '{0}'),Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameNotCloseWith.label,Attribute Name should be closed with ')' or Two Attribute Names cannot be combined.,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameNotCloseWithParam.label,Attribute Name should be closed with ')' or Two Attribute Names cannot be combined. (Attribute Name Value = '{0}'),Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en 
errors.quickQueries.attNameOneValue.label,Attribute Name should at least have one Attribute Value ,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameLeastHaveOneParam.label,Attribute Name should at least have one Attribute Value  (Attribute Name Value = '{0}'),Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameOneValueParam.label,Attribute Name should contain at least one Attribute Value (Attribute Name Value = '{0}'),Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNamePreMark.label,Attribute Name should have a prefix mark '(' ,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNamePreMarkParam.label,Attribute Name should have a prefix mark '(' (Attribute Name Value = '{0}'); ,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameNotCloseBy.label,Attribute Name shouldn't be closed by itself,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
errors.quickQueries.attNameNotCloseByParam.label,Attribute Name shouldn't be closed by itself (Attribute Name Value = '{0}');,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
portlet.title.ams.attributeName.label,Attribute Name: {pageTitleAttribute},Portlet - Title,31-Aug-04,AMS,A,US,en
ams.attributetable.title.label,Attribute Table,Admin - Attribute Table,24-Mar-09,AMS,A,US,en
ams.attributetable.tabledetail.label,Attribute Table,Admin - Attribute Table,24-Mar-09,AMS,A,US,en
ams.attributetable.attributename.label,Attribute Table Name,Admin - Attribute Table,24-Mar-09,AMS,A,US,en
portlet.title.ams.AttributeTable.label,Attribute Table Name: {r1AttributeTableName},Portlet - Title,31-Aug-04,AMS,A,US,en
ams.attributetable.tabtitle.label,Attribute Tables,Admin - Attribute Table,24-Mar-09,AMS,A,US,en
ams.unittype.tabtitle.label,Usage Types,Admin - Unit Type,18-Mar-10,AMS,A,US,en
ams.unittype.name.label,Usage Type,Admin - Unit Type,18-Mar-10,AMS,A,US,en
ams.unittype.description.label,Usage Description,Admin - Unit Type,24-Mar-09,AMS,A,US,en
admin.setup.asset.template.label,Attribute Template,Portlet - Setup Administration,12-Apr-04,DLL,A,US,en
portlet.title.ams.templateList.label,Attribute Template,Portlet - Title,5-Jul-05,AMS,A,US,en
tabbar.ams.attribute.attributetemplatedef.label,Attribute Template,Tab bar - AMS Attribute,31-Aug-04,AMS,A,US,en
frame.ams.attributevalue.label,Attribute Value,Frame - Common,31-Aug-04,AMS,A,US,en
ams.data.dataform.attributevalue.label,Attribute Value,not exist in jsp files,31-Aug-04,AMS,A,US,en
ams.data.relationshipform.attributevalue.label,Attribute Value,not exist in jsp files,5-Dec-07,AMS,A,US,en
ams.attribute.attributevaluelist.r1AttributeValue.label,Attribute Value,"Portlet - ""Attribute Value"" Form_2011",31-Aug-04,AMS,A,US,en
tabbar.ams.attribute.attrvaluedef.label,Attribute Value,Tab bar - AMS Attribute,31-Aug-04,AMS,A,US,en
structure.refstructurelist.attributevalue.label,Attribute Value,Portlet - Reference Structure List_30084,31-Aug-04,DLL,A,US,en
ams.attribute.value.label,attribute value,AMS,4-Mar-09,ADMIN,A,US,en
ams.attribute.attributevaluelist.r1AttributeValue2.label,Attribute Value 2,not exist in jsp files,31-Aug-04,AMS,A,US,en
errors.quickQueries.attValueNotAss.label,The attribute value is not associated with the attribute name.,Portlet - My QuickQueries,25-Dec-08,DLL,A,US,en
ams.assetTypeSecurity.attributes.label,Attribute(s),AMS,7-Mar-09,ADMIN,A,US,en
tabbar.ams.attribute.attrtemplatedef.label,Attributes,Tab bar - AMS Attribute,31-Aug-04,AMS,A,US,en
address.refaddressform.auditdate.label,Audit Date,Portlet - Reference Address Form_8,31-Aug-04,DLL,A,US,en
address.addressform.auditdate.label,Audit Date,Portlet - Single Entry Address Form,31-Aug-04,DLL,A,US,en
address.tidemarkaddresslist.auditdate.label,Audit Date,Portlet - Tidemark Address List_36,31-Aug-04,DLL,A,US,en
address.tidemarkaddressform.auditdate.label,Audit Date,Portlet - Tidemark Address Search,31-Aug-04,DLL,A,US,en
address.refaddresslist.auditdate.label,Audit Date,Portlet - Reference Address Form/Reference Address Search_8/31,31-Aug-04,DLL,A,US,en
per_permitList_label_AuditDate,Audit Date:,ACA Admin,20-Aug-08,ADMIN,A,US,en
address.addresslist.auditid.label,Audit ID,Portlet - Address List,31-Aug-04,DLL,A,US,en
address.refaddressform.auditid.label,Audit ID,Portlet - Reference Address Form_8,31-Aug-04,DLL,A,US,en
address.addressform.auditid.label,Audit ID,Portlet - Single Entry Address Form_117,31-Aug-04,DLL,A,US,en
address.tidemarkaddresslist.auditid.label,Audit ID,Portlet - Tidemark Address List_36,31-Aug-04,DLL,A,US,en
address.tidemarkaddressform.auditid.label,Audit ID,Portlet - Tidemark Address Search,31-Aug-04,DLL,A,US,en
address.refaddresslist.auditid.label,Audit ID,Portlet - Reference Address Form/Reference Address Search_8/31,31-Aug-04,DLL,A,US,en
per_permitList_label_AuditID,Audit ID:,ACA Admin,20-Aug-08,ADMIN,A,US,en
auditlogger.definition.config.selectOne,Please select one element at least.,Audit Logger,6/17/2009,ADMIN,A,US,en
auditlogger.definition.config.failed,Audit log failed to define.,Audit Logger,3/31/2009,ADMIN,A,US,en
auditlogger.definition.config.successfully,Audit Log successfully defined.,Audit Logger,3/31/2009,ADMIN,A,US,en
auditlogger.definition.label.menu,Audit Log,Audit Logger,3/30/2009,ADMIN,A,US,en
auditlogger.definition.label.pagetitle,Audit Log,Audit Logger,3/30/2009,ADMIN,A,US,en
auditlogger.historyView.label.tabbar,Audit Log History,Audit Logger,3/30/2009,ADMIN,A,US,en
auditlogger.historyView.label.create,Create,Audit Logger,6/23/2009,ADMIN,A,US,en
auditlogger.historyView.label.update,Update,Audit Logger,6/23/2009,ADMIN,A,US,en
auditlogger.historyView.label.delete,Delete,Audit Logger,6/23/2009,ADMIN,A,US,en
address.addresslist.auditstatus.label,Audit Status,Portlet - Address List,31-Aug-04,DLL,A,US,en
address.refaddressform.auditstatus.label,Audit Status,Portlet - Reference Address Form_8,31-Aug-04,DLL,A,US,en
address.refaddresslist.auditstatus.label,Audit Status,Portlet - Reference Address Search_31,31-Aug-04,DLL,A,US,en
address.addressform.auditstatus.label,Audit Status,Portlet - Single Entry Address Form_117,31-Aug-04,DLL,A,US,en
address.tidemarkaddresslist.auditstatus.label,Audit Status,Portlet - Tidemark Address List_36,31-Aug-04,DLL,A,US,en
address.tidemarkaddressform.auditstatus.label,Audit Status,Portlet - Tidemark Address Search,31-Aug-04,DLL,A,US,en
per_permitList_label_AuditStatus,Audit Status:,ACA Admin,20-Aug-08,ADMIN,A,US,en
calendar.picker.aug.label,Aug,Picker - Calendar,25-Jul-08,Xavier,A,US,en
payment.processing.month.08.label,Aug,Payment Processing,7/25/2008,Cashier Tools,A,US,en
calendar.calendarDaily.august.label,August,Portlet - Calendar,25-Jul-08,DLL,A,US,en
reportsService.authType.label,Authentication Method,authType,11/8/2008,DLL,A,US,en
modeling.modellist.modelauthor.label,Author,Portlet - Modeling Model List_21096,14-Oct-05,DLL,A,US,en
modeling.modelform.modelauthor.label,Author,Portlet - Modeling Model Search_21097,14-Oct-05,DLL,A,US,en
pay.paymentResult.authorizationCode.label,Authorization Code,Portlet,31-Nov-06,dll,A,US,en
popupSuccessPayment.authorCode.label,Authorization Code: ,Portlet - FEE,20-Oct-08,DLL,A,US,en
reportDetail.autoAttachAll.label,Auto - Attach all Record Contacts,Report Manager,20-Aug-08,ADMIN,A,US,en
reportDetail.autoAttachPrimary.label,Auto - Attach Primary Record Contacts,Report Manager,20-Aug-08,ADMIN,A,US,en
inspection.selectrequired.autoAssign.label,Auto Assign,Inspections Required List_212,11-May-06,DLL,A,US,en
inspection.supervisor.autoresc.label,Auto Reschedule,Portlet - Inspection Flow Supervisor Form,8/6/2007,terry,A,US,en
ACA_ContactEdit_AutoFill_Label,Auto-fill with,ACA Admin,10/26/2007,ADMIN,A,US,en
error.js.autoContactList.paymentNoPrivileges,You do not have permission to set up automatic payment. Please contact your agency administrator for information on permissions.,Error - Js,25-Jul-08,DLL,A,US,en
error.js.feeList.createInvoice,Automatic payment cannot be made because there is no {0} associated with Trust Account. Would you like to continue and create the invoice?,Error - Js,25-Jul-08,DLL,A,US,en
automatic.payment.no.trustaccount.to.create.trustaccount,Automatic payment cannot be made because there is no associated Trust Account. Would you like to continue and create a Trust Account?,Alert Message,17-May-08,HXU,A,US,en
automatic.payment.no.trustaccount.to.create.invoice,Automatic payment cannot be made because there is no associated Trust Account. Would you like to continue and create the invoice?,Alert Message,17-May-08,HXU,A,US,en
automatic.payment.invoiceAndPay.to.choosePaymentMethod,Do you want to use Trust Account to make this payment? Click OK to continue. Click Cancel to use other payment method types.,Alert Message,4-Aug-09,Admin,A,US,en
error.js.feeList.autoPaymentNotMade.label,Automatic payment cannot be made because the associated Trust Account is not available. Would you like to continue and create the invoice?,Portlet - Fee,25-Jul-08,Admin,A,US,en
datafilter.datafilterecipient.available.label,Available,Portlet - Data Filter Recipient,31-Aug-04,DLL,A,US,en
genericview.association.availableagencies.label,Available Agencies,Portlet - Genericview Associate,31-Aug-04,DLL,A,US,en
fee.fundTransferForm.availableAmount.label,Available Amount,Portlet,18-Aug-06,DLL,A,US,en
fee.refundform.availableamount.label,Available Amount,Portlet - Refund Form_20015,31-Aug-04,ADMIN,A,US,en
errors.cashiertools.trustaccout.balance.notenough,Available amount of this Trust Account is not enough.,Error - Fee,27-Jun-08,LikkoZh,A,US,en
Admin_Pageflow_pnlCapAvailableTitle,Available Record Types (0 items),ACA Admin,6/26/2008,ADMIN,A,US,en
Admin_CapTypeFilter_pnlCapAvailableTitle,Available Record Types (0 items),ACA Admin,27-Aug-08,ADMIN,A,US,en
